Index,English,Japanese
4619,token representation,トークン表現
4620,token sequence,トークン列
4621,token space,トークンスペース
4622,token vector,トークンベクトル
4623,token vocabulary,トークン語彙
4624,token-level,トークンレベル
4625,token-level attention,トークンレベルのアテンション
4626,token-level feature,トークンレベルの特徴
4627,tokenisation,トークン化
4628,tokenization,トークン化
4629,tokenization scheme,トークン化スキーム
4630,tokenizer,トークナイザー
4632,top-1 accuracy,トップ1精度
4633,top-down segmentation,トップダウンセグメンテーション
4634,top-k,トップ-k
4635,top-k sampling,トップkサンプリング
4636,top-p sampling,トップ-p サンプリング
4637,topic assignment,トピック割り当て
4638,topic classification,トピック分類
4639,topic distribution,トピック分布
4640,topic model,トピックモデル
4641,topic proportion,トピック比率
4642,topic weight,トピック重み
4643,total variation,全変動
4644,total variation distance,全変動距離
4645,toxicity detection,毒性検出
4646,trace norm,トレースノルム
4647,tracking algorithm,トラッキングアルゴリズム
4648,train,学習
4649,train / test / dev split,訓練/テスト/検証分割
4650,train set,学習セット
4651,train-test split,訓練・テスト分割
4652,train/test,学習/テスト
4653,trainable parameter,学習可能なパラメータ
4654,trainable weight,学習可能な重み
4655,training,訓練
4656,training accuracy,学習精度
4657,training algorithm,学習アルゴリズム
4658,training batch,トレーニングバッチ
4659,training corpora,トレーニングコーパス
4660,training corpus,トレーニングコーパス
4661,training dataset,トレーニングデータセット
4662,training datum,トレーニングデータ
4663,training distribution,学習分布
4664,training dynamic,学習ダイナミクス
4665,training epoch,トレーニングエポック
4666,training error,訓練誤差
4667,training example,トレーニング例
4668,training loss,訓練損失
4669,training objective,トレーニング目標
4670,training phase,トレーニングフェーズ
4671,training procedure,トレーニング手順
4672,training process,トレーニングプロセス
4673,training sample,トレーニングサンプル
4674,training set,トレーニングセット
4675,training stability,トレーニングの安定性
4676,training step,トレーニングステップ
4677,training task,トレーニングタスク
4678,training time,学習時間
4679,training token,学習トークン
4680,trajectory forecasting,軌道予測
4681,trajectory optimization,軌道最適化
4682,transaction database,トランザクションデータベース
4683,transductive learning,トランスダクティブ学習
4684,transfer function,転送関数
4685,transfer learning,転移学習
4686,transformation function,変換関数
4687,transformation matrix,変換行列
4689,transformer language model,トランスフォーマー言語モデル
4690,transformer layer,トランスフォーマー層
4691,transformer model,トランスフォーマーモデル
4692,transformer variant,トランスフォーマーバリアント
4693,transformer-based architecture,トランスフォーマーベースのアーキテクチャ
4695,transition distribution,遷移分布
4696,transition dynamic,遷移ダイナミクス
4697,transition function,遷移関数
4698,transition graph,遷移グラフ
4699,transition kernel,遷移カーネル
4700,transition matrix,遷移行列
4701,transition model,遷移モデル
4702,transition probability,遷移確率
4703,transition probability model,遷移確率モデル
4704,transition system,遷移システム
4705,transition-based dependency parsing,遷移ベースの依存構文解析
4706,transition-based model,遷移ベースのモデル
4707,transition-based parser,遷移ベースのパーサー
4708,transition-based parsing,遷移ベースの解析
4709,transitive closure,推移閉包
4710,transitive relation,推移関係
4712,translation invariance,翻訳不変性
4713,translation model,翻訳モデル
4714,translation system,翻訳システム
4715,translation vector,平行移動ベクトル
4717,transliteration,音訳
4718,transpose,転置
4719,transposition table,転置テーブル
4720,tree data structure,ツリーデータ構造
4721,tree decomposition,木分解
4722,tree depth,木の深さ
4723,tree ensemble,木のアンサンブル
4724,tree search,木探索
4725,tree structure,ツリー構造
4726,tree width,ツリー幅
4727,tree-based model,ツリーベースモデル
4728,treebank,木構造コーパス
4729,treebank annotation,ツリーバンク注釈
4730,tri-gram,トライグラム
4731,triangle inequality,三角不等式
4732,trifocal tensor,三焦点テンソル
4733,trigram language model,トライグラム言語モデル
4734,trigram model,トライグラムモデル
4735,trilinear interpolation,三線形補間
4736,trimap,トリマップ
4737,triple,トリプル
4738,triplet,トリプレット
4739,triplet loss,トリプレット損失
4740,true positive rate,真陽性率
4741,truth assignment,真理割り当て
4742,tuple,タプル
4743,tuplex,タプルックス
4744,two-class classification,二クラス分類
4745,two-player zero-sum game,二人プレイヤーゼロサムゲーム
4746,type embedding,タイプ埋め込み
4747,unary atom,単項原子
4748,unary constraint,単項制約
4749,unary feature,単項特徴
4750,unary potential,単項ポテンシャル
4751,unary predicate,単項述語
4752,unary production,単項生成
4753,unbiased estimate,不偏推定値
4754,unbiased estimator,不偏推定量
4755,uncertainty,不確実性
4756,uncertainty measure,不確実性測定
4757,uncertainty modeling,不確実性モデリング
4758,uncertainty sampling,不確実性サンプリング
4759,undirected graph,無向グラフ
4760,undirected graphical model,無向グラフィカルモデル
4761,uniform convergence,一様収束
4762,uniform distribution,一様分布
4763,uniform information density hypothesis,一様情報密度仮説
4764,uniform sampling,一様サンプリング
4765,unigram,ユニグラム
4766,unigram counts,ユニグラムカウント
4767,unigram distribution,ユニグラム分布
4768,unigram language model,ユニグラム言語モデル
4769,unigram model,ユニグラムモデル
4770,union bound,和集合の上界
4771,union of conjunctive query,結合クエリの和
4772,unit propagation,単位伝播
4773,unit sphere,単位球
4774,universal approximation,普遍近似
4775,universal approximator,普遍近似器
4776,universal model,ユニバーサルモデル
4777,unlabeled datum,ラベルなしデータ
4778,unlexicalized grammar,非語彙化文法
4779,unnormalized probability,非正規化確率
4781,unsolvability,解決不可能性
4783,unsupervised algorithm,教師なしアルゴリズム
4784,unsupervised approach,教師なしアプローチ
4785,unsupervised classification,教師なし分類
4786,unsupervised clustering,教師なしクラスタリング
4787,unsupervised datum,教師なしデータ
4788,unsupervised discovery,教師なし発見
4789,unsupervised disentanglement,教師なし解きほぐし
4790,unsupervised domain adaptation,教師なしドメイン適応
4791,unsupervised feature learning,教師なし特徴学習
4792,unsupervised image segmentation,教師なし画像セグメンテーション
4793,unsupervised learning,教師なし学習
4794,unsupervised method,教師なし手法
4795,unsupervised model,教師なしモデル
4796,unsupervised morphological segmentation,教師なし形態素セグメンテーション
4797,unsupervised parsing,教師なし構文解析
4798,unsupervised pre-training,教師なし事前学習
4799,unsupervised representation,教師なし表現
