Index,English,French
5839,speech recognition,reconnaissance de la parole
5840,speech recognizer,reconnaisseur de la parole
5841,speech synthesis,synthèse de la parole
5842,speech synthesis markup language,langage de balisage de synthèse vocale
5843,speech synthesis model,modèle de synthèse vocale
5844,speech synthesis system,système de synthèse vocale
5845,speech synthesizer,synthétiseur de la parole
5846,speech-to-speech translation,traduction parole à parole
5847,speech-to-text,génération voix-vers-texte
5848,spiking neuron,neurone impulsionnel
5849,spiking neuron network,réseau de neurones impulsionnels
5851,spoken dialogue system,système de dialogue oral
5852,spurious correlation,corrélation spurious
5853,squared Euclidean distance,distance euclidienne au carré
5854,squared error loss,perte d'erreur au carré
5855,squared hinge loss,marge maximale quadratique
5856,squared loss,perte quadratique
5857,stable diffusion,diffusion latente
5858,stable model,modèle stable
5859,stable model semantic,sémantique du modèle stable
5860,stacking,empilement de modèles
5861,staircase method,méthode d'estimation par accroissement ou diminution
5862,stance detection,détection de posture
5863,standard deviation,écart type
5864,standard error,erreur type
5865,standard normal distribution,distribution normale standard
5866,standardised maximum likelihood estimator,normalisé estimateur du maximum de vraisemblance
5867,start token,jeton de départ
5868,state,état
5869,state action pair,paire état-action
5870,state distribution,distribution d'état
5871,state estimation,estimation d'état
5872,state machine,machine à états
5873,state matrix,matrice d'état
5874,state of the art algorithm,algorithme à la pointe de la technologie
5875,state representation,représentation d'état
5876,state sequence,séquence d'état
5877,state space,espace d'états
5878,state trajectory,trajectoire d'état
5879,state transition,transition d'état
5880,state transition function,fonction de transition d'état
5881,state transition matrix,matrice de transition d'état
5882,state transition model,modèle de transition d'état
5883,state transition probability,probabilité de transition d'état
5884,state value function,fonction de valeur d'état
5885,state variable,variable d'état
5886,state vector,vecteur d'état
5887,state-action distribution,distribution état-action
5888,state-action space,espace état-action
5889,state-action value,valeur état-action
5890,state-action value function,fonction de valeur état-action
5891,state-of-the-art baseline,référence de pointe
5892,state-of-the-art method,méthode à la pointe de la technologie
5893,state-of-the-art model,modèle à la pointe de la technologie
5894,state-of-the-art system,système à la pointe de la technologie
5895,state-space search,recherche dans l'espace d'états
5896,stateful,avec état
5897,static analysis,analyse statique
5898,static evaluation function,fonction d'évaluation statique
5899,static model,modèle statique
5900,stationarity,stationnarité
5901,stationary distribution,distribution stationnaire
5902,stationary kernel,noyau stationnaire
5903,stationary policy,politique stationnaire
5904,stationary process,processus stationnaire
5905,statistic,statistique
5907,statistical analysis,analyse statistique
5908,statistical approach,approche statistique
5909,statistical classification,classification statistique
5910,statistical classification problem,problème de classification statistique
5911,statistical distance,distance statistique
5912,statistical independence,indépendance
5913,statistical inference,induction statistique
5914,statistical learning,apprentissage statistique
5915,statistical learning algorithm,algorithme d'apprentissage statistique
5916,statistical learning theory,théorie de l'apprentissage statistique
5917,statistical machine translation system,système de traduction automatique statistique
5918,statistical measure,mesure statistique
5919,statistical model,modèle statistique
5920,statistical population,collectivité statistique
5921,statistical relational learning,apprentissage relationnel statistique
5922,statistical significance,signification statistique
5923,statistical translation model,modèle de traduction statistique
5924,statistically significant,statistiquement significatif
5925,steepest ascent,ascension la plus raide
5926,steepest descent,descente la plus raide
5927,steerable filter,filtre orientable
5928,stemmer,raciniseur
5929,step-back prompting,incitation à la rétroaction
5930,stereo algorithm,algorithme stéréo
5931,stereo benchmark,référence stéréo
5932,stereo disparity,disparité stéréo
5933,stereo image,image stéréo
5934,stereo matching,correspondance stéréo
5935,stereo pair,paire stéréo
5936,stereo reconstruction,reconstruction stéréo
5937,stereo vision,vision stéréo
5938,stochastic algorithm,algorithme stochastique
5939,stochastic approximation,approximation stochastique
5940,stochastic depth,profondeur stochastique
5941,stochastic differential equation,équation différentielle stochastique
5942,stochastic dynamic,dynamique stochastique
5943,stochastic environment,environnement stochastique
5944,stochastic game,jeu stochastique
5945,stochastic gradient,gradient stochastique
5946,stochastic gradient algorithm,algorithme de gradient stochastique
5947,stochastic gradient ascent,ascension de gradient stochastique
5948,stochastic gradient descent,descente de gradient stochastique
5949,stochastic gradient method,méthode de gradient stochastique
5950,stochastic grammar,grammaire stochastique
5951,stochastic independence,indépendance stochastique
5952,stochastic matrix,matrice stochastique
5953,stochastic maximum likelihood,maximum de vraisemblance stochastique
5954,stochastic model,modèle stochastique
5955,stochastic objective,objectif stochastique
5956,stochastic optimization,optimisation stochastique
5957,stochastic policy,politique stochastique
5958,stochastic process,processus aléatoire
5959,stochastic programming,programmation aléatoire
5960,stochastic sampling,échantillonnage stochastique
5961,stochastic search algorithm,algorithme de recherche stochastique
5962,stochastic semantic analysis,analyse sémantique stochastique
5963,stochastic subgradient descent,descente de sous-gradient stochastique
5964,stochastic transition matrix,matrice de transition stochastique
5965,stochastic variational inference,inférence variationnelle stochastique
5966,stochasticity,stochastique
5967,stochastics,stochastique
5968,stop word,mot vide
5969,stop-gradient,arrêt de gradient
5970,stop-gradient operation,opération d'arrêt de gradient
5971,stopping condition,condition d'arrêt
5972,stopping criterion,critère d'arrêt
5973,stopword,mot grammatical
5974,storage medium,support de données
5975,stratified sampling,échantillonnage stratifié
5976,streaming algorithm,algorithme de streaming
5977,streaming data,données de diffusion en continu
5978,streaming datum,donnée de streaming
5979,streaming model,modèle de streaming
5980,stride,incrément de balayage
5981,string kernel metric,métrique de noyau de chaîne
5982,strong AI,IA forte
5983,structural learning,apprentissage structurel
5984,structural risk minimization,minimisation du risque structurel
5985,structural type system,système structurel de types
5986,structure,structure
5987,structure learning,apprentissage de structure
5989,structured data,données structurées
5990,structured datum,donnée structurée
5991,structured kNN algorithm,algorithme des k plus proches voisins à cible structurée
5992,structured output,sortie structurée
5993,structured perceptron,perceptron structuré
5994,structured prediction,apprentissage structuré
5995,structured prediction model,modèle de prédiction structurée
5996,structured prediction problem,problème de prédiction structurée
5997,structured state space sequence model,modèle d'espaces d'états structurés pour séquences
5998,structured support vector machine,machine à vecteurs de support structurée
5999,student model,modèle étudiant
6000,style transfer,transfert de style
6001,sub-gradient,sous-gradient
6002,sub-gradient descent,descente de sous-gradient
6003,sub-networks,sous-réseaux
6004,sub-population,sous-population
