,English,Japanese
4705,training sample,トレーニングサンプル
4706,training set,トレーニングセット
4707,training stability,トレーニングの安定性
4708,training step,トレーニングステップ
4709,training task,トレーニングタスク
4710,training time,学習時間
4711,training token,学習トークン
4712,trajectory forecasting,軌道予測
4713,trajectory optimization,軌道最適化
4714,transaction database,トランザクションデータベース
4715,transductive learning,トランスダクティブ学習
4716,transfer function,転送関数
747,transfer learning,転移学習
4717,transformation function,変換関数
4718,transformation matrix,変換行列
748,transformer,トランスフォーマー
4720,transformer language model,トランスフォーマー言語モデル
4721,transformer layer,トランスフォーマー層
753,transformer model,トランスフォーマーモデル
4722,transformer variant,トランスフォーマーバリアント
4723,transformer-based architecture,トランスフォーマーベースのアーキテクチャ
4724,transformers,トランスフォーマー
4725,transition distribution,遷移分布
4726,transition dynamic,遷移ダイナミクス
4727,transition function,遷移関数
4728,transition graph,遷移グラフ
4729,transition kernel,遷移カーネル
4730,transition matrix,遷移行列
4731,transition model,遷移モデル
4732,transition probability,遷移確率
4733,transition probability model,遷移確率モデル
4734,transition system,遷移システム
4735,transition-based dependency parsing,遷移ベースの依存構文解析
4736,transition-based model,遷移ベースのモデル
4737,transition-based parser,遷移ベースのパーサー
4738,transition-based parsing,遷移ベースの解析
4739,transitive closure,推移閉包
4740,transitive relation,推移関係
4741,translation,翻訳
4742,translation invariance,翻訳不変性
4743,translation model,翻訳モデル
4744,translation system,翻訳システム
4745,translation vector,平行移動ベクトル
4746,translations,翻訳
4747,transliteration,音訳
4748,transpose,転置
4749,transposition table,転置テーブル
4750,tree data structure,ツリーデータ構造
4751,tree decomposition,木分解
4752,tree depth,木の深さ
4753,tree ensemble,木のアンサンブル
4754,tree search,木探索
4755,tree structure,ツリー構造
4756,tree width,ツリー幅
4757,tree-based model,ツリーベースモデル
759,treebank,木構造コーパス
4758,treebank annotation,ツリーバンク注釈
4759,tri-gram,トライグラム
4760,triangle inequality,三角不等式
4761,trifocal tensor,三焦点テンソル
4762,trigram language model,トライグラム言語モデル
4763,trigram model,トライグラムモデル
4764,trilinear interpolation,三線形補間
4765,trimap,トリマップ
4766,triple,トリプル
4767,triplet,トリプレット
4768,triplet loss,トリプレット損失
4769,true positive rate,真陽性率
4770,truth assignment,真理割り当て
4771,tuple,タプル
4772,tuplex,タプルックス
4773,two-class classification,二クラス分類
4774,two-player zero-sum game,二人プレイヤーゼロサムゲーム
4775,type embedding,タイプ埋め込み
4776,unary atom,単項原子
4777,unary constraint,単項制約
4778,unary feature,単項特徴
4779,unary potential,単項ポテンシャル
4780,unary predicate,単項述語
4781,unary production,単項生成
4782,unbiased estimate,不偏推定値
4783,unbiased estimator,不偏推定量
4784,uncertainty,不確実性
4785,uncertainty measure,不確実性測定
4786,uncertainty modeling,不確実性モデリング
4787,uncertainty sampling,不確実性サンプリング
4788,undirected graph,無向グラフ
4789,undirected graphical model,無向グラフィカルモデル
4790,uniform convergence,一様収束
4791,uniform distribution,一様分布
4792,uniform information density hypothesis,一様情報密度仮説
4793,uniform sampling,一様サンプリング
766,unigram,ユニグラム
4794,unigram counts,ユニグラムカウント
4795,unigram distribution,ユニグラム分布
4796,unigram language model,ユニグラム言語モデル
4797,unigram model,ユニグラムモデル
4798,union bound,和集合の上界
4799,union of conjunctive query,結合クエリの和
4800,unit propagation,単位伝播
4801,unit sphere,単位球
4802,universal approximation,普遍近似
4803,universal approximator,普遍近似器
4804,universal model,ユニバーサルモデル
4805,unlabeled datum,ラベルなしデータ
4806,unlexicalized grammar,非語彙化文法
4807,unnormalized probability,非正規化確率
4808,unseen,見えない
4809,unsolvability,解決不可能性
4810,unsupervised,監視なし
4811,unsupervised algorithm,教師なしアルゴリズム
4812,unsupervised approach,教師なしアプローチ
4813,unsupervised classification,教師なし分類
4814,unsupervised clustering,教師なしクラスタリング
4815,unsupervised datum,教師なしデータ
4816,unsupervised discovery,教師なし発見
4817,unsupervised disentanglement,教師なし解きほぐし
4818,unsupervised domain adaptation,教師なしドメイン適応
4819,unsupervised feature learning,教師なし特徴学習
4820,unsupervised image segmentation,教師なし画像セグメンテーション
4821,unsupervised learning,教師なし学習
4822,unsupervised method,教師なし手法
4823,unsupervised model,教師なしモデル
4824,unsupervised morphological segmentation,教師なし形態素セグメンテーション
4825,unsupervised parsing,教師なし構文解析
4826,unsupervised pre-training,教師なし事前学習
4827,unsupervised representation,教師なし表現
4828,unsupervised representation learning,教師なし表現学習
4829,unsupervised segmentation,教師なしセグメンテーション
4830,unsupervised system,教師なしシステム
4831,unsupervised word clustering,教師なし単語クラスタリング
4832,unweighted graph,無重みグラフ
4833,update function,更新関数
4834,update rule,更新ルール
4835,user,ユーザー
4836,user embedding,ユーザー埋め込み
4837,user utterance,ユーザー発話
4838,user-item matrix,ユーザーアイテム行列
4839,utility,ユーティリティ
4840,utility function,効用関数
4841,utterance,発話
4842,utterance encoder,発話エンコーダ
4843,utterances,発話
4844,validation,検証
4845,validation accuracy,検証精度
4846,validation dataset,検証データセット
4847,validation datum,検証データ
4848,validation loss,検証損失
4849,validation performance,検証性能
4850,validation set,検証セット
4851,validation split,検証分割
4852,value estimate,価値推定
4853,value function,価値関数
4854,value function approximation,価値関数近似
4855,value iteration,価値反復
4856,value iteration algorithm,値反復アルゴリズム
4857,value network,価値ネットワーク
4858,value-based reinforcement learning,価値ベースの強化学習
4859,vanilla Transformer,バニラトランスフォーマー
4860,vanishing gradient,消失勾配
4861,vanishing gradient problem,消失勾配問題
4862,variable assignment,変数割り当て
4863,variable selection,変数選択
4864,variance reduction,分散削減
4865,variance regularization,分散正則化
4866,variational Bayes,変分ベイズ
4867,variational approach,変分アプローチ
4868,variational approximation,変分近似
772,variational autoencoder,変分オートエンコーダ
4869,variational bound,変分境界
4870,variational distribution,変分分布
4871,variational formulation,変分定式化
4872,variational framework,変分フレームワーク
4873,variational inference,変分推論
4874,variational lower bound,変分下限
4875,variational method,変分法
