,word,validated_translation
5793,stopping condition,停止条件
5794,stopping criterion,停止准则
5796,stratified sampling,分层采样
5797,stream,流
5798,streaming algorithm,流式算法
5799,streaming datum,流式数据
5800,streaming model,流式模型
5801,stride,步幅
5802,string kernel function,字符串核函数
5803,string kernel metric,字符串核度量
5804,strong classifier,强分类器
5805,strong duality,强对偶性
5806,strongly connected graph,强连通图
5807,strongly learnable,强可学习
5808,structural learning,结构学习
5809,structural risk,结构风险
5810,structural risk minimization,结构风险最小化
5811,structure,结构
5813,structure learning,结构学习
5814,structured,结构化
5815,structured datum,结构化数据
5816,structured learning,结构化学习
5817,structured output,结构化输出
5818,structured perceptron,结构化感知器
5819,structured prediction,结构化预测
5820,structured prediction model,结构化预测模型
5821,structured prediction problem,结构化预测问题
5822,structured probabilistic model,结构化概率模型
5823,structured support vector machine,结构化支持向量机
5824,structured variational inference,结构化变分推断
5825,student model,学生模型
5826,student network,学生网络
5827,style transfer,风格迁移
5828,sub-gradient,次梯度
5829,sub-gradient descent,次梯度下降
5830,sub-networks,子网络
5831,sub-optimal,次最优
5832,sub-population,子群体
5833,sub-word,子词
5834,sub-word tokenization,子词分词
5835,subatomic,亚原子
5836,subgame,子博弈
5837,subgradient method,次梯度法
5839,subgraph isomorphism,子图同构
5840,subgraph selection,子图选择
5841,submatrice,子矩阵
5842,submatrix,子矩阵
5843,submodular,次模的
5844,submodular function,次模函数
5845,submodular function optimization,次模函数优化
5846,submodular influence function,次模影响函数
5847,submodular optimization,次模优化
5848,submodular polyhedron,次模多面体
5849,submodular set function,次模集合函数
5851,subnetwork,子网络
5852,suboptimal,次优
5853,subpixel,亚像素
5854,subsample,子采样
5855,subsampling,下采样
5856,subsampling factor,子采样因子
5857,subsampling layer,子采样层
5858,subset evaluation,子集评价
5859,subset search,子集搜索
5860,subspace,子空间
5861,subspace learning,子空间学习
5862,subspace method,子空间方法
5863,subspace projection,子空间投影
5864,substitution,置换
5865,subsumption,包含关系
5866,subsumption relation,包含关系
5867,subtree,子树
5868,subwindow,子窗口
5869,subword,子词
5870,subword token,子词标记
5871,subword unit,子词单元
5872,successive halving,逐次减半
5873,successor function,后继函数
5874,successor state,后继状态
5875,successor state axiom,后继状态公理
5876,sufficient statistic,充分统计量
5877,suffix tree,后缀树
5878,sum rule,求和法则
5879,sum-product,和积
5880,sum-product network,和-积网络
5881,summarization,摘要生成
5882,summarization algorithm,摘要生成算法
5883,summarization model,摘要生成模型
5884,summarization system,摘要生成系统
5885,summarizing,总结
5886,super-parent,超父
5887,super-pixel,超像素
5888,super-resolution,超分辨率
5889,supergradient,超梯度
5890,supertag,超标签
5891,supervised,监督
5892,supervised classification,监督分类
5893,supervised classification model,监督分类模型
5894,supervised classifier,监督分类器
5895,supervised contrastive learning,监督对比学习
5896,supervised datum,监督数据
5897,supervised finetuning,有监督微调
5898,supervised learning,监督学习
5899,supervised learning algorithm,监督学习算法
5900,supervised manner,有监督方式
5901,supervised method,有监督方法
5902,supervised model,监督模型
5903,supervised multi-task learning,监督多任务学习
5904,supervised pretraining,监督预训练
5905,supervised setting,监督设置
5906,supervised system,监督系统
5907,supervised training,监督训练
5908,support,支持度
5909,support set,支持集
5910,support threshold,支持阈值
5911,support vector,支持向量
5912,support vector expansion,支持向量展式
5913,support vector machine,支持向量机
5914,support vector regression,支持向量回归
5915,surface normal,表面法线
5916,surface normal estimator,表面法线估计器
5917,surface normal prediction,表面法线预测
5918,surface realization,表面实现
5919,surrogat loss,替代损失
5920,surrogate,代理
5921,surrogate function,替代函数
5922,surrogate loss,替代损失
5923,surrogate loss function,代理损失函数
5924,surrogate model,代理模型
5928,symbol,符号
5929,symbol grounding problem,符号扎根问题
5930,symbolic differentiation,符号微分
5931,symbolic learning,符号学习
5932,symbolic representation,符号表示
5933,symbolism,符号主义
5934,symmetric,对称
5935,symmetric matrix,对称矩阵
5936,symmetric positive semidefinite matrix,对称半正定矩阵
5937,symmetrization,对称化
5938,synchronous context-free grammar,同步上下文无关文法
5939,synonymy,多词一义性
5940,synset,同义词集
5941,syntactic,句法的
5942,syntactic analysis,句法分析
5943,syntactic category,句法类别
5944,syntactic constraint,句法约束
5945,syntactic dependency,句法依赖
5946,syntactic dependency parsing,句法依赖解析
5947,syntactic dependency tree,句法依存树
5948,syntactic feature,句法特征
5949,syntactic information,句法信息
5950,syntactic parse,句法分析
5951,syntactic parser,句法解析器
5952,syntactic regularity,句法规律
5953,syntactic representation,句法表示
5954,syntactic similarity,句法相似性
5955,syntactic structure,句法结构
5956,syntactic tree,句法树
5957,syntax,句法
5958,syntax tree,句法树
5959,synthetic dataset,合成数据集
5960,synthetic feature,合成特征
5961,system,系统
5962,system identification,系统辨识
5963,systems,系统
5964,t-distribution stochastic neighbour embedding,T分布随机近邻嵌入
5965,t-test,t检验
5973,tabular value function,表格值函数
5974,tag recommendation,标签推荐
5975,tag sequence,标签序列
5976,tagger,标注器
5977,tagging,标注
5978,tagset,标签集
5979,tail entity,尾实体
5980,tangent distance,切面距离
5981,tangent plane,切平面
5982,tangent propagation,正切传播
5983,tangent space,切空间
5985,tanh activation function,tanh激活函数
5986,target,目标
5987,target classifier,目标分类器
5988,target distribution,目标分布
5989,target domain,目标领域
5990,target function,目标函数
5991,target instance,目标实例
5992,target model,目标模型
5993,target network,目标网络
5994,target node,目标节点
5995,target policy,目标策略
5996,target sentence,目标句子
5997,target sequence,目标序列
5998,target task,目标任务
5999,target token,目标标记
6000,target variable,目标变量
6001,target vector,目标向量
6002,target vocabulary,目标词汇
6003,target word,目标词
6004,target-to-source model,目标到源模型
6005,task,任务
6006,task adaptation,任务适应
6007,task model,任务模型
6008,task-oriented dialog system,任务导向对话系统
6009,task-oriented dialogue system,任务导向对话系统
6010,task-specific model,任务特定模型
6011,tasks,任务
6012,taxonomy,分类法
6016,teacher forcing,强制教学
6017,teacher network,教师网络
6018,temperature,温度
6019,temperature parameter,温度参数
6020,temperature scaling,温度缩放
6021,tempered transition,回火转移
6022,tempering,回火
6023,template,模板
6024,template model,模板模型
6025,template-matching,模板匹配
6026,temporal derivative,时间导数
6027,temporal difference,时间差分
6028,temporal difference learning,时间差分学习
6029,temporal drift,时间漂移
6030,temporal fusion,时间融合
6031,temporal locality,时间局部性
6032,temporal logic,时序逻辑
6033,temporal reasoning,时序推理
6034,temporal variable,时间变量
6035,temporal-difference learning,时序差分学习
6036,tensor,张量
6037,tensor decomposition,张量分解
6038,tensor factorization,张量分解
6039,tensor field,张量场
6040,tensor processing units,张量处理单元
6041,tensor product,张量积
6042,term frequency,词频
6043,term frequency-inverse document frequency,单词频率-逆文本频率
6044,terminal node,终端节点
6045,terminal state,终止状态
6046,termination condition,终止条件
6047,termination criterion,终止标准
6048,terminology,术语
6049,test accuracy,测试准确率
6050,test data,测试数据
6051,test dataset,测试数据集
6052,test datum,测试数据
6053,test domain,测试域
6054,test error,测试误差
6055,test loss,测试损失
6056,test sample,测试样本
6057,test set,测试集
6058,test split,测试集划分
6059,test time,测试时
6060,testing set,测试集
6061,text,文本
6062,text categorization,文本分类
6064,text corpus,文本语料库
6065,text embedding,文本嵌入
6066,text encoder,文本编码器
6067,text generation,文本生成
6068,text generation model,文本生成模型
6069,text mining,文本挖掘
6070,text segmentation,文本分割
6071,text simplification,文本简化
6073,text-davinci-002,text-davinci-002
6074,text-davinci-003,text-davinci-003
6075,text-to-image diffusion model,文本到图像扩散模型
6076,text-to-image generation,文本到图像生成
6077,text-to-image model,文本到图像模型
6078,text-to-image synthesis,文本到图像合成
6080,texts,文本
6081,textual entailment,文本蕴含
6082,tf-idf,词频-逆文档频率
6083,the collider case,碰撞情况
6084,the global minimum,全局最小值
6087,threat model,威胁模型
6088,threshold,阈值
6089,threshold function,阈值函数
6090,threshold logic unit,阈值逻辑单元
6091,threshold parameter,阈值参数
6092,threshold policy,阈值策略
6093,threshold-moving,阈值移动
6094,tied weight,捆绑权重
6096,tiled convolution,平铺卷积
6097,time complexity,时间复杂度
6098,time delay neural network,时延神经网络
6099,time homogenous Markov chain,时间齐次马尔可夫链
6100,time series,时间序列
6101,time series analysis,时间序列分析
6102,time series forecasting,时间序列预测
6103,time step,时间步
6104,time-series datum,时间序列数据
6105,time-series model,时间序列模型
