,word,validated_translation
4518,submodular polyhedron,متعدد السطوح تحت الوحدات
4519,submodular set function,دالة مجموعة شبه معيارية
4520,subnetwork,شبكة فرعية
4521,suboptimal,دون المستوى الأمثل
4522,subpixel,بكسل فرعي
4523,subsample,عينة فرعية
4524,subsampling factor,عامل أخذ العينات الفرعية
4525,subspace learning,تعلم الفضاء الفرعي
4526,subspace method,طريقة الفضاءات الفرعية
4527,subspace projection,إسقاط الفضاء الفرعي
4528,substitution,استبدال
4529,subsumption,الاحتواء
4530,subsumption relation,علاقة التضمين
4531,subtree,الشجرة الفرعية
4532,subwindow,النافذة الفرعية
4533,subword,وحدة صرفية
4534,subword token,رمز الكلمة الفرعية
4535,subword unit,وحدة الكلمة الفرعية
4536,successor function,دالة الخلف
4537,successor state,حالة الخلف
4538,successor state axiom,بديهية حالة الخلف
4539,sufficient statistic,إحصائية كافية
4540,suffix tree,شجرة اللاحقات
4541,summarization,التلخيص
4542,summarization algorithm,خوارزمية التلخيص
4543,summarization model,نموذج التلخيص
4544,summarization system,نظام التلخيص
4545,summarizing,تلخيص
4546,super-pixel,البكسل الفائق
4547,super-resolution,الدقة الفائقة
4548,supergradient,تدرج فائق
4549,supertag,الوسم الفائق
4550,supervised classification,التصنيف الخاضع للإشراف
4551,supervised classification model,نموذج التصنيف الخاضع للإشراف
4552,supervised classifier,مصنّف مُراقَب
4553,supervised contrastive learning,التعلم التبايني تحت الإشراف
4554,supervised datum,البيانات الخاضعة للإشراف
4555,supervised finetuning,الضبط الدقيق الخاضع للإشراف
4556,supervised learning,تعُّلم موَّجه
4557,supervised manner,بطريقة خاضعة للإشراف
4558,supervised method,طريقة خاضعة للإشراف
4559,supervised model,نموذج خاضع للإشراف
4560,supervised multi-task learning,التعلم متعدد المهام الخاضع للإشراف
4561,supervised setting,الإعداد الخاضع للإشراف
4562,supervised system,نظام خاضع للإشراف
4563,supervised training,التدريب تحت الإشراف
4564,support,الدعم
4565,support set,مجموعة الدعم
4566,support threshold,عتبة الدعم
4567,support vector,متجه الدعم
4568,support vector machine,آلة الُمَّتجهات الداعمة
4569,surface normal,المتجه العمودي على السطح
4570,surface normal estimator,مقدر المتجه العمودي على السطح
4571,surface normal prediction,تنبؤ الناظم السطحي
4572,surface realization,تحقيق السطح
4573,surrogate,بديل
4574,surrogate function,دالة بديلة
4575,surrogate loss,الخسارة البديلة
4576,surrogate loss function,دالة الخسارة البديلة
4577,surrogate model,نموذج بديل
4578,swarm intelligence,ذكاء السرب
4579,symbol grounding problem,مشكلة تأصيل الرموز
4580,symbolic representation,تمثيل رمزي
4581,symmetric matrix,مصفوفة متماثلة
4582,symmetric positive semidefinite matrix,مصفوفة متماثلة موجبة شبه محددة
4583,symmetrization,التناظر
4584,synchronous context-free grammar,قواعد نحوية حرة السياق متزامنة
4585,synonymy,الترادف
4586,synset,مجموعة مترادفات
4587,syntactic,نحوي
4588,syntactic analysis,التحليل النحوي
4589,syntactic category,الفئة النحوية
4590,syntactic constraint,القيود النحوية
4591,syntactic dependency,الاعتماد النحوي
4592,syntactic dependency parsing,تحليل التبعية النحوية
4593,syntactic dependency tree,شجرة التبعيات النحوية
4594,syntactic feature,ميزة نحوية
4595,syntactic information,معلومات نحوية
4596,syntactic parse,تحليل نحوي
4597,syntactic parser,محلل نحوي
4598,syntactic regularity,الانتظام النحوي
4599,syntactic representation,التمثيل النحوي
4600,syntactic similarity,التشابه النحوي
4601,syntactic structure,الهيكل النحوي
4602,syntactic tree,شجرة نحوية
4603,syntax,النحو
4604,syntax tree,شجرة بناء الجملة
4605,synthetic dataset,مجموعة بيانات صناعية
4606,system,نظام
4607,system identification,تحديد النظام
4608,systems,الأنظمة
4609,t-test,اختبار t
4610,tag recommendation,توصية بالوسوم
4611,tag sequence,تسلسل العلامات
4612,tagger,مُعَلِّم
4613,tagging,الوسم
4614,tagset,مجموعة العلامات
4615,tail entity,كيان الذيل
4616,tangent space,فضاء المماس
4617,tanh activation function,دالة التفعيل tanh
4618,target,الهدف
4619,target classifier,المصنف المستهدف
4620,target distribution,توزيع الهدف
4621,target domain,النطاق المستهدف
4622,target function,الدالة المستهدفة
4623,target instance,مثيل الهدف
4624,target model,النموذج المستهدف
4625,target network,الشبكة المستهدفة
4626,target node,العقدة المستهدفة
4627,target policy,السياسة المستهدفة
4628,target sentence,الجملة المستهدفة
4629,target sequence,تسلسل الهدف
4630,target task,المهمة المستهدفة
4631,target token,الرمز المستهدف
4632,target variable,المتغير المستهدف
4633,target vector,المتجه المستهدف
4634,target vocabulary,المفردات المستهدفة
4635,target word,الكلمة المستهدفة
4636,target-to-source model,نموذج من الهدف إلى المصدر
4637,task,مهمة
4638,task adaptation,تكييف المهمة
4639,task model,نموذج المهمة
4640,task-oriented dialog system,نظام الحوار الموجه للمهام
4641,task-oriented dialogue system,نظام الحوار الموجه نحو المهام
4642,task-specific model,نموذج خاص بالمهمة
4643,tasks,المهام
4644,taxonomy,التصنيف
4645,teacher forcing,التعليم القسري
4646,teacher network,شبكة المعلم
4647,temperature parameter,معامل الحرارة
4648,temperature scaling,تعديل درجة الحرارة
4649,template,نموذج
4650,template model,نموذج القالب
4651,template-matching,مطابقة القوالب
4652,temporal derivative,المشتقة الزمنية
4653,temporal difference,الفرق الزمني
4654,temporal difference learning,تعلم الفرق الزمني
4655,temporal drift,الانجراف الزمني
4656,temporal fusion,دمج زمني
4657,temporal locality,المحلية الزمنية
4658,temporal logic,المنطق الزمني
4659,temporal reasoning,الاستدلال الزمني
4660,temporal variable,المتغير الزمني
4661,tensor,تينسر
4662,tensor decomposition,تحلل الموتر
4663,tensor factorization,تحليل الموتر
4664,tensor field,حقل التنسور
4665,tensor product,حاصل الضرب التنسوري
4666,term frequency,تردد المصطلح
4667,terminal node,العقدة النهائية
4668,terminal state,الحالة النهائية
4669,termination condition,شرط الإنهاء
4670,termination criterion,معيار الإنهاء
4671,terminology,مصطلحات
4672,test accuracy,دقة الاختبار
4673,test dataset,بيانات الاختبار
4674,test datum,بيانات الاختبار
4675,test domain,مجال الاختبار
4676,test error,خطأ الاختبار
4677,test loss,خسارة الاختبار
4678,test set,مجموعة الاختبار
4679,test split,تقسيم الاختبار
4680,test time,وقت الاختبار
4681,testing set,مجموعة الاختبار
4682,text,نص
4683,text categorization,تصنيف النصوص
4684,text corpus,مجموعة نصية
4685,text embedding,تمثيل نصي
4686,text encoder,مشفر النص
4687,text generation,توليد النصوص
4688,text generation model,نموذج توليد النصوص
