Index,English,French
6096,time/space complexity,complexité en temps/espace
6097,tiny machine learning,apprentissage automatique minuscule
6098,token classification,classification de jetons
6099,token embedding,embedding de tokens
6100,token frequency,fréquence des jetons
6101,token length,longueur de token
6102,token representation,représentation de jeton
6103,token sequence,séquence de jetons
6104,token space,espace de jetons
6105,token vector,vecteur de jeton
6106,token vocabulary,vocabulaire de jetons
6107,token-level,au niveau des jetons
6108,token-level attention,attention au niveau des jetons
6109,token-level feature,caractéristique au niveau des jetons
6110,tokenisation,tokenisation
6111,tokenization,découpage
6112,tokenization scheme,schéma de tokenisation
6113,tokenizer,découpeur
6114,tolerance,tolérance
6115,tolerance limit,limite de tolérance
6116,top-1 accuracy,précision top-1
6117,top-down,de haut en bas
6118,top-down processing,traitement descendant
6119,top-down segmentation,segmentation descendante
6120,top-k,top-k
6121,top-k sampling,échantillonnage top-k
6122,top-p sampling,échantillonnage top-p
6123,topic assignment,attribution de sujet
6124,topic classification,classification de sujets
6125,topic distribution,distribution de sujets
6126,topic model,modèle de sujets
6127,topic proportion,proportion de sujets
6128,topic weight,poids de sujet
6129,total variation,variation totale
6130,total variation distance,distance de variation totale
6131,toxicity detection,détection de toxicité
6132,trace norm,norme de trace
6133,tracking algorithm,algorithme de suivi
6134,train,entraînement
6135,train / test / dev split,répartition train/test/dev
6136,train set,ensemble d'entraînement
6137,train-test split,division entraînement-test
6138,train/test,entraînement/test
6139,trainable parameter,paramètre entraînable
6140,trainable weight,poids entraînable
6141,training,entraînement
6142,training accuracy,précision d'entraînement
6143,training algorithm,algorithme d'entraînement
6144,training batch,lot d'entraînement
6145,training corpora,corpus d'entraînement
6146,training corpus,corpus d'entraînement
6147,training data,données d'entraînement
6148,training dataset,ensemble de données d'entraînement
6149,training datum,donnée d'entraînement
6150,training distribution,distribution d'entraînement
6151,training dynamic,dynamique d'entraînement
6152,training epoch,époque d'entraînement
6153,training error,erreur d'entraînement
6154,training example,exemple d'entraînement
6155,training loss,perte d'entraînement
6156,training model,modèle d'entrainement
6157,training objective,objectif d'entraînement
6158,training phase,phase d'entraînement
6159,training procedure,procédure d'entraînement
6160,training process,processus d'entraînement
6161,training sample,échantillon d'entraînement
6162,training set,ensemble d'apprentissage
6163,training stability,stabilité de l'entraînement
6164,training step,étape d'entraînement
6165,training task,tâche d'entraînement
6166,training time,temps d'entraînement
6167,training token,jeton d'entraînement
6168,trajectory forecasting,prévision de trajectoire
6169,trajectory optimization,optimisation de trajectoire
6170,transaction database,base de données de transactions
6171,transduction,transduction
6172,transductive inference,inférence transductive
6173,transductive learning,apprentissage transductif
6174,transfer function,fonction de transfert
6175,transfer learning,apprentissage par transfert
6176,transferability,transférabilité
6177,transformation function,fonction de transformation
6178,transformation matrix,matrice de transformation
6179,transformer language model,modèle de langage transformer
6180,transformer layer,couche transformer
6181,transformer model,modèle Transformer
6182,transformer variant,variante de transformateur
6183,transformer-based architecture,architecture basée sur les transformeurs
6184,transition distribution,distribution de transition
6185,transition dynamic,dynamique de transition
6186,transition function,fonction de transition
6187,transition graph,graphe de transition
6188,transition kernel,noyau de transition
6189,transition matrix,matrice de transition
6190,transition model,modèle de transition
6191,transition probability,probabilité de transition
6192,transition probability model,modèle de probabilité de transition
6193,transition system,système de transition d'états
6194,transition-based dependency parsing,analyse de dépendance basée sur les transitions
6195,transition-based model,modèle basé sur la transition
6196,transition-based parser,analyseur basé sur la transition
6197,transition-based parsing,analyse syntaxique basée sur les transitions
6198,transitive closure,fermeture transitive
6199,transitive relation,relation transitive
6200,translation invariance,invariance par translation
6201,translation model,modèle de traduction
6202,translation system,système de traduction
6203,translation vector,vecteur de translation
6204,transliteration,translittération
6205,transpose,transposée
6206,transposed convolution,convolution transposée
6207,transposition table,table de transposition
6208,travelling salesman problem,problème du commis voyageur
6209,tree data structure,structure de données en arbre
6210,tree decomposition,décomposition en arbre
6211,tree depth,profondeur de l'arbre
6212,tree ensemble,ensemble d'arbres
6213,tree induction algorithm,algorithme d'induction d'arbre
6214,tree search,recherche d'arbre
6215,tree structure,arborescence
6216,tree width,largeur d'arbre
6217,tree-based model,modèle basé sur un arbre
6218,treebank,Corpus syntaxique
6219,treebank annotation,annotation de treebank
6220,tri-gram,tri-gramme
6221,triangle inequality,inégalité triangulaire
6222,trifocal tensor,tenseur trifocal
6223,trigram language model,modèle de langage trigramme
6224,trigram model,modèle trigramme
6225,trilinear interpolation,interpolation trilineaire
6226,trimap,trimap
6227,triple,triplet
6228,triplet,triplet
6229,triplet loss,perte de triplet
6230,true negative,vrai négatif
6231,true positive,vrai positif
6232,true positive rate,taux de vrais positifs
6233,true quantified Boolean formula,formule booléenne quantifiée vraie
6234,trust region algorithms,algorithme à régions de confiance
6235,trusted execution environment,environnement d’exécution de confiance
6236,truth assignment,attribution de vérité
6237,truth maintenance system,système de maintien de la cohérence
6238,truth table,table de vérité
6239,tuning,réglage
6240,tuple,tuple
6241,tuplex,tuplex
6242,two-by-two frequency table,table à 4 cases
6243,two-class classification,classification binaire
6244,two-player zero-sum game,jeu à somme nulle à deux joueurs
6245,two-step authentication,authentification en deux étapes
6246,two-tailed test,test à deux extrêmes
6247,type I error,erreur alpha
6248,type II error,erreur bêta
6249,type embedding,embedding de type
6250,ubiquitous knowledge discovery,extraction de connaissance omniprésente
6251,unary atom,atome unaire
6252,unary constraint,contrainte unaire
6253,unary feature,caractéristique unaire
6254,unary potential,potentiel unaire
6255,unary predicate,prédicat unaire
6256,unary production,production unaire
6257,unbiased confidence intervals,intervalle de confiance sans biais
6258,unbiased estimate,estimation sans biais
6259,unbiased estimator,estimateur centré
6260,unbiased sample,échantillon sans biais
6261,uncanny valley,Vallée de l'étrange
6262,uncertain reasoning,raisonnement incertain
6263,uncertainty,incertitude
6264,uncertainty measure,mesure d'incertitude
6265,uncertainty modeling,modélisation de l'incertitude
6266,uncertainty quantification,quantification de l’incertitude
6267,uncertainty sampling,échantillonnage par incertitude
6268,underfitting,sous-ajustement
6269,undirected graph,graphe non orienté
6270,undirected graphical model,modèle graphique non orienté
6271,unification algorithm,algorithme d'unification
6272,unified feedback learning,apprentissage par retour unifié
6273,uniform convergence,convergence uniforme
6274,uniform distribution,distribution uniforme
6275,uniform information density hypothesis,hypothèse de densité d'information uniforme
6276,uniform manifold approximation and projection,algorithme UMAP
6277,uniform sampling,échantillonnage uniforme
6278,unigram,unigramme
6279,unigram counts,comptages d'unigrammes
6280,unigram distribution,distribution unigramme
6281,unigram language model,modèle de langage à unigramme
6282,unigram model,modèle unigramme
6283,union bound,borne de l'union
6284,union of conjunctive query,union de requêtes conjonctives
6285,unit propagation,propagation unitaire
6286,unit sphere,sphère unitaire
6287,unitary matrix,matrice unitaire
6288,universal approximation,approximation universelle
